feature,feature_label,lag_weeks,pearson_r,spearman_rho,overlap_weeks,analysis_start,analysis_end
warm_day_share,Warm-day share,5,0.01407781494068476,0.1162477581435476,348,2016-04-17,2022-12-18
warm_day_share,Warm-day share,6,0.025237349331565576,0.14167732186213838,347,2016-04-24,2022-12-18
warm_day_share,Warm-day share,7,0.047748496004830436,0.16109324596019217,346,2016-05-01,2022-12-18
warm_day_share,Warm-day share,8,0.062194785009580936,0.17385848501834256,345,2016-05-08,2022-12-18
warm_day_share,Warm-day share,9,0.07236060249055296,0.18622130454336708,344,2016-05-15,2022-12-18
warm_day_share,Warm-day share,10,0.08762190424356754,0.18195517181352586,343,2016-05-22,2022-12-18
warm_day_share,Warm-day share,11,0.1110143822766481,0.2071065722458348,342,2016-05-29,2022-12-18
warm_day_share,Warm-day share,12,0.09991984477854193,0.21002332667454482,341,2016-06-05,2022-12-18
warm_day_share,Warm-day share,13,0.11171510973322901,0.21369158348883685,340,2016-06-12,2022-12-18
warm_day_share,Warm-day share,14,0.0998226638579543,0.22404019902298106,339,2016-06-19,2022-12-18
warm_day_share,Warm-day share,15,0.1059157387461439,0.21084330157230904,338,2016-06-26,2022-12-18
warm_day_share,Warm-day share,16,0.11826671495718856,0.20680999639983963,337,2016-07-03,2022-12-18
warm_day_share,Warm-day share,17,0.11673900264308323,0.21919080506540695,336,2016-07-10,2022-12-18
warm_day_share,Warm-day share,18,0.11113138196187534,0.21088387765776617,335,2016-07-17,2022-12-18
warm_day_share,Warm-day share,19,0.11289270704717762,0.2198116530171874,334,2016-07-24,2022-12-18
warm_day_share,Warm-day share,20,0.10371127964686289,0.21572277732071402,333,2016-07-31,2022-12-18
warm_day_share,Warm-day share,21,0.11096572430578015,0.20674736468217622,332,2016-08-07,2022-12-18
warm_day_share,Warm-day share,22,0.09061884746945834,0.1898091378272842,331,2016-08-14,2022-12-18
warm_day_share,Warm-day share,23,0.09689193671573815,0.19713225060238831,330,2016-08-21,2022-12-18
warm_day_share,Warm-day share,24,0.08725278021913789,0.17760605029914572,329,2016-08-28,2022-12-18
warm_day_share,Warm-day share,25,0.0646503072699512,0.15898446485367634,328,2016-09-04,2022-12-18
warm_day_share,Warm-day share,26,0.06028453299815305,0.17143946290245232,327,2016-09-11,2022-12-18
warm_day_share,Warm-day share,27,0.023757143817728813,0.15238610026338625,326,2016-09-18,2022-12-18
warm_day_share,Warm-day share,28,0.013870571982516873,0.16364886227525988,325,2016-09-25,2022-12-18
warm_day_share,Warm-day share,29,0.0058116704640838795,0.1545504360537415,324,2016-10-02,2022-12-18
warm_day_share,Warm-day share,30,-0.01151326520289176,0.14626177295299608,323,2016-10-09,2022-12-18
warm_day_share,Warm-day share,31,-0.016900966749255175,0.16505145743836028,322,2016-10-16,2022-12-18
warm_day_share,Warm-day share,32,-0.014984794879925165,0.17049105199818992,321,2016-10-23,2022-12-18
warm_day_share,Warm-day share,33,-0.015019847963350083,0.16306192905752853,320,2016-10-30,2022-12-18
warm_day_share,Warm-day share,34,-0.016094605780657363,0.15670156530870705,319,2016-11-06,2022-12-18
warm_day_share,Warm-day share,35,-0.01879245428024329,0.1480100492962129,318,2016-11-13,2022-12-18
warm_day_share,Warm-day share,36,0.014905588425286182,0.15410435491415952,317,2016-11-20,2022-12-18
warm_day_share,Warm-day share,37,0.012921384918957158,0.13913184559656622,316,2016-11-27,2022-12-18
warm_day_share,Warm-day share,38,0.04464421646002444,0.14462324096230847,315,2016-12-04,2022-12-18
warm_day_share,Warm-day share,39,0.05899581602713531,0.15010224862300134,314,2016-12-11,2022-12-18
warm_day_share,Warm-day share,40,0.0844314889781045,0.16233695536020604,313,2016-12-18,2022-12-18
warm_day_share,Warm-day share,41,0.0941723142612105,0.16790479921479867,312,2017-01-01,2022-12-18
warm_day_share,Warm-day share,42,0.1001170835673055,0.152006240538441,312,2017-01-01,2022-12-18
warm_day_share,Warm-day share,43,0.11041283058502493,0.1626829075674736,311,2017-01-08,2022-12-18
warm_day_share,Warm-day share,44,0.1063163905944727,0.16554197258738937,310,2017-01-15,2022-12-18
warm_day_share,Warm-day share,45,0.11000497967582405,0.15195149261533802,309,2017-01-22,2022-12-18
warm_day_share,Warm-day share,46,0.12014645039045117,0.13948909708563395,308,2017-01-29,2022-12-18
warm_day_share,Warm-day share,47,0.12658271174698912,0.13915951842210197,307,2017-02-05,2022-12-18
warm_day_share,Warm-day share,48,0.12579498761198638,0.1314653489660008,306,2017-02-12,2022-12-18
warm_day_share,Warm-day share,49,0.1377357423693692,0.12970028149701718,305,2017-02-19,2022-12-18
warm_day_share,Warm-day share,50,0.13491994434003246,0.12156653155815914,304,2017-02-26,2022-12-18
warm_day_share,Warm-day share,51,0.1334179604376731,0.1302171183768246,303,2017-03-05,2022-12-18
warm_day_share,Warm-day share,52,0.12525916946604798,0.13575667722347265,302,2017-03-12,2022-12-18
