feature,feature_label,lag_days,pearson_r,spearman_rho,overlap_weeks,analysis_start,analysis_end
warm_day_share,Warm-day share,4,0.011433788558675998,0.14219556475934342,351,2016-03-20,2022-12-18
warm_day_share,Warm-day share,5,0.010738967342081877,0.14840553134617734,352,2016-03-20,2022-12-18
warm_day_share,Warm-day share,6,0.001353122130581731,0.15200683105378623,352,2016-03-20,2022-12-18
warm_day_share,Warm-day share,7,-0.0023489857444987596,0.13888962231800936,352,2016-03-20,2022-12-18
warm_day_share,Warm-day share,8,-0.004304732154853104,0.1570446234327947,352,2016-03-20,2022-12-18
warm_day_share,Warm-day share,9,0.003275017250041914,0.16257816453243476,350,2016-03-20,2022-12-18
warm_day_share,Warm-day share,10,0.014445515488004804,0.14886687382054498,350,2016-03-20,2022-12-18
warm_day_share,Warm-day share,11,0.0118668806447073,0.14281865662894994,350,2016-03-27,2022-12-18
warm_day_share,Warm-day share,12,0.012191738178853067,0.13682753739671127,351,2016-03-27,2022-12-18
warm_day_share,Warm-day share,13,-0.00040506601750272994,0.14268656298818166,351,2016-03-27,2022-12-18
warm_day_share,Warm-day share,14,-0.0012457531803344185,0.134541863496819,351,2016-03-27,2022-12-18
warm_day_share,Warm-day share,15,-0.0023243140393271844,0.1531410201965968,351,2016-03-27,2022-12-18
warm_day_share,Warm-day share,16,0.002101501029397663,0.15436776362746452,349,2016-03-27,2022-12-18
warm_day_share,Warm-day share,17,0.01579852198104824,0.14339943938183633,349,2016-03-27,2022-12-18
warm_day_share,Warm-day share,18,0.0189862295627069,0.1369944885018908,349,2016-04-03,2022-12-18
warm_day_share,Warm-day share,19,0.014934881657947405,0.1372451186245055,350,2016-04-03,2022-12-18
warm_day_share,Warm-day share,20,0.003262890526612827,0.1453254915213093,350,2016-04-03,2022-12-18
warm_day_share,Warm-day share,21,0.0001467875199934459,0.137096159108217,350,2016-04-03,2022-12-18
warm_day_share,Warm-day share,22,-0.0013601940308555248,0.14717278069699755,350,2016-04-03,2022-12-18
warm_day_share,Warm-day share,23,0.0023132503300445396,0.13797615253417161,348,2016-04-03,2022-12-18
warm_day_share,Warm-day share,24,0.005900830425333063,0.12915894946735623,348,2016-04-03,2022-12-18
warm_day_share,Warm-day share,25,0.0008235343122183027,0.1206636532397856,348,2016-04-10,2022-12-18
warm_day_share,Warm-day share,26,-0.0006550268858198641,0.12744298920024782,349,2016-04-10,2022-12-18
warm_day_share,Warm-day share,27,-0.01543099353209385,0.1294128787037999,349,2016-04-10,2022-12-18
warm_day_share,Warm-day share,28,-0.01578410583793671,0.12361819574609885,349,2016-04-10,2022-12-18
